ID,PHY_mpb
261,150
262,150
263,150
264,150
265,150
266,150
267,150
268,150
269,150
270,150
271,150
272,150
273,150
274,150
275,150
276,150
277,150
278,150
279,150
280,150
281,150
282,150
283,150
284,150
285,150
286,150
287,150
288,150
289,150
290,150
291,150
292,150
293,150
294,150
295,150
296,150
297,150
298,150
299,150
300,150
301,150
302,150
303,150
304,150
305,150
306,150
307,150
308,150
309,150
310,150
311,150
312,150
313,150
314,150
315,150
316,150
317,150
318,150
319,150
320,150
321,150
322,150
323,150
324,150
325,150
326,150
327,150
328,150
329,150
330,150
331,150
332,150
333,150
334,150
335,150
336,150
337,150
338,150
339,150
340,150
341,150
342,150
343,150
344,150
345,150
346,150
347,150
348,150
349,150
350,150
351,150
352,150
353,150
354,150
355,150
356,150
357,150
358,150
359,150
360,150
361,150
362,150
363,150
364,150
365,150
366,150
367,150
368,150
369,150
370,150
371,150
372,150
373,150
374,150
375,150
376,150
377,150
378,150
379,150
380,150
381,150
382,150
383,150
384,150
385,150
386,150
387,150
388,150
389,150
390,150
391,150
392,150
393,150
394,150
395,150
396,150
397,150
398,150
399,150
400,150
401,150
402,150
403,150
404,150
405,150
406,150
407,150
408,150
409,150
410,150
411,150
412,150
413,150
414,150
415,150
416,150
417,150
418,150
419,150
420,150
421,150
422,150
423,150
424,150
425,150
426,150
427,150
428,150
429,150
430,150
431,150
432,150
433,150
434,150
435,150
436,150
437,150
438,150
439,150
440,150
441,150
442,150
443,150
444,150
445,150
446,150
447,150
448,150
449,150
450,150
451,150
452,150
453,150
454,150
455,150
456,150
457,150
458,150
459,150
460,150
461,150
462,150
463,150
464,150
465,150
466,150
467,150
468,150
469,150
470,150
471,150
472,150
473,150
474,150
475,150
476,150
477,150
478,150
479,150
480,150
481,150
482,150
483,150
484,150
485,150
486,150
487,150
488,150
489,150
490,150
491,150
492,150
493,150
494,150
495,150
496,150
497,150
498,150
499,150
500,150
501,150
502,150
503,150
504,150
505,150
506,150
507,150
508,150
509,150
510,150
511,150
512,150
513,150
514,150
515,150
516,150
517,150
518,150
519,150
520,150
521,150
522,150
523,150
524,150
525,150
526,150
527,150
528,150
529,150
530,150
531,150
532,150
533,150
534,150
535,150
536,150
537,150
538,150
539,150
540,150
541,150
542,150
543,150
544,150
545,150
546,150
547,150
548,150
549,150
550,150
551,150
552,150
553,150
554,150
555,150
556,150
557,150
558,150
559,150
560,150
561,150
562,150
563,150
564,150
565,150
566,150
567,150
568,150
569,150
570,150
571,150
572,150
573,150
574,150
575,150
576,150
577,150
578,150
579,150
580,150
581,150
582,150
583,150
584,150
585,150
586,150
587,150
588,150
589,150
590,150
591,150
592,150
593,150
594,150
595,150
596,150
597,150
598,150
599,150
600,150
601,150
602,150
603,150
604,150
605,150
606,150
607,150
608,150
609,150
610,150
611,150
612,150
613,150
614,150
615,150
616,150
617,150
618,150
619,150
620,150
621,150
622,150
623,150
624,150
625,150
626,150
627,150
628,150
629,150
630,150
631,150
632,150
633,150
634,150
635,150
636,150
637,150
638,150
639,150
640,150
641,150
642,150
643,150
644,150
645,150
646,150
647,150
648,150
649,150
650,150
651,150
652,150
653,150
654,150
655,150
656,150
657,150
658,150
659,150
660,150
661,150
662,150
663,150
664,150
665,150
666,150
667,150
668,150
669,150
670,150
671,150
672,150
673,150
674,150
675,150
676,150
677,150
678,150
679,150
680,150
681,150
682,150
683,150
684,150
685,150
686,150
687,150
688,150
689,150
690,150
691,150
692,150
693,150
694,150
695,150
696,150
697,150
698,150
699,150
700,150
701,150
702,150
703,150
704,150
705,150
706,150
707,150
708,150
709,150
710,150
711,150
712,150
713,150
714,150
715,150
716,150
717,150
718,150
719,150
720,150
721,150
722,150
723,150
724,150
725,150
726,150
727,150
728,150
729,150
730,150
731,150
732,150
733,150
734,150
735,150
736,150
737,150
738,150
739,150
740,150
741,150
742,150
743,150
744,150
745,150
746,150
747,150
748,150
749,150
750,150
751,150
752,150
753,150
754,150
755,150
756,150
757,150
758,150
759,150
760,150
761,150
762,150
763,150
764,150
765,150
766,150
767,150
768,0
769,150
770,150
771,0
772,150
773,150
774,150
775,150
776,150
777,150
778,150
779,150
780,150
781,150
782,150
783,150
784,150
785,150
786,150
787,150
788,150
789,150
790,150
791,150
792,150
793,150
794,150
795,150
796,150
797,150
798,150
799,150
800,150
801,150
802,150
803,150
804,150
805,150
806,0
807,150
808,0
809,150
810,150
811,150
812,150
813,0
814,0
815,150
816,150
817,0
818,0
819,150
820,150
821,150
822,150
823,150
824,150
825,150
826,150
827,150
828,150
829,150
830,150
831,150
832,150
833,150
834,150
835,150
836,150
837,150
838,150
839,150
840,150
841,150
842,150
843,150
844,150
845,150
846,150
847,150
848,150
849,150
850,150
851,150
852,150
853,150
854,150
855,0
856,150
857,150
858,150
859,0
860,150
861,150
862,150
863,150
864,150
865,150
866,150
867,0
868,0
869,150
870,0
871,0
872,0
873,150
874,150
875,150
876,150
877,150
878,150
879,150
880,150
881,150
882,150
883,150
884,150
885,150
886,150
887,150
888,150
889,150
890,150
891,150
892,150
893,150
894,150
895,0
896,150
897,150
898,150
899,150
900,150
901,150
902,150
903,150
904,150
905,0
906,150
907,150
908,0
909,0
910,150
911,150
912,150
913,150
914,150
915,150
916,150
917,150
918,0
919,0
920,0
921,150
922,150
923,150
924,150
925,150
926,150
927,150
928,150
929,150
930,150
931,150
932,150
933,150
934,150
935,150
936,150
937,150
938,150
939,150
940,150
941,150
942,150
943,150
944,0
945,150
946,150
947,0
948,150
949,150
950,150
951,150
952,150
953,150
954,150
955,150
956,0
957,150
958,0
959,0
960,0
961,150
962,0
963,150
964,150
965,150
966,150
967,150
968,150
969,0
970,0
971,0
972,0
973,150
974,150
975,0
976,150
977,150
978,150
979,150
980,150
981,150
982,150
983,150
984,150
985,150
986,150
987,150
988,150
989,150
990,150
991,150
992,150
993,150
994,150
995,150
996,0
997,150
998,150
999,150
1000,150
1001,150
1002,150
1003,150
1004,0
1005,150
1006,0
1007,0
1008,0
1009,0
1010,150
1011,0
1012,150
1013,150
1014,150
1015,150
1016,150
1017,150
1018,0
1019,0
1020,150
1021,150
1022,0
1023,150
1024,150
1025,0
1026,0
1027,150
1028,0
1029,150
1030,150
1031,150
1032,150
1033,150
1034,150
1035,150
1036,150
1037,150
1038,150
1039,150
1040,150
1041,150
1042,150
1043,150
1044,150
1045,150
1046,150
1047,150
1048,150
1049,150
1050,150
1051,150
1052,150
1053,150
1054,150
1055,0
1056,0
1057,0
1058,0
1059,150
1060,150
1061,0
1062,0
1063,150
1064,150
1065,150
1066,150
1067,150
1068,150
1069,0
1070,0
1071,150
1072,150
1073,0
1074,0
1075,0
1076,150
1077,0
1078,0
1079,0
1080,0
1081,150
1082,150
1083,150
1084,150
1085,150
1086,150
1087,150
1088,150
1089,150
1090,150
1091,150
1092,150
1093,150
1094,150
1095,150
1096,150
1097,150
1098,150
1099,150
1100,150
1101,150
1102,150
1103,150
1104,150
1105,150
1106,150
1107,150
1108,150
1109,150
1110,150
1111,150
1112,0
1113,0
1114,0
1115,150
1116,0
1117,0
1118,0
1119,150
1120,150
1121,150
1122,150
1123,150
1124,150
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,150
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,150
1139,150
1140,150
1141,150
1142,150
1143,150
1144,150
1145,150
1146,150
1147,150
1148,150
1149,150
1150,150
1151,150
1152,150
1153,150
1154,150
1155,150
1156,150
1157,150
1158,150
1159,150
1160,150
1161,150
1162,150
1163,150
1164,150
1165,150
1166,150
1167,150
1168,150
1169,150
1170,150
1171,0
1172,0
1173,0
1174,0
1175,150
1176,150
1177,150
1178,150
1179,150
1180,150
1181,150
1182,150
1183,150
1184,150
1185,0
1186,0
1187,150
1188,150
1189,0
1190,0
1191,150
1192,0
1193,0
1194,150
1195,0
1196,150
1197,0
1198,0
1199,0
1200,0
1201,150
1202,150
1203,150
1204,150
1205,150
1206,150
1207,150
1208,150
1209,150
1210,150
1211,150
1212,150
1213,150
1214,150
1215,150
1216,150
1217,150
1218,150
1219,150
1220,150
1221,150
1222,150
1223,150
1224,150
1225,150
1226,150
1227,0
1228,0
1229,0
1230,150
1231,150
1232,150
1233,150
1234,150
1235,150
1236,150
1237,150
1238,150
1239,150
1240,150
1241,150
1242,150
1243,150
1244,150
1245,0
1246,0
1247,0
1248,0
1249,0
1250,150
1251,150
1252,0
1253,150
1254,150
1255,0
1256,150
1257,0
1258,150
1259,150
1260,150
1261,0
1262,150
1263,0
1264,0
1265,0
1266,150
1267,150
1268,150
1269,150
1270,150
1271,150
1272,150
1273,150
1274,150
1275,150
1276,150
1277,150
1278,150
1279,150
1280,150
1281,150
1282,150
1283,150
1284,150
1285,0
1286,0
1287,0
1288,150
1289,150
1290,150
1291,150
1292,150
1293,150
1294,150
1295,150
1296,150
1297,150
1298,0
1299,150
1300,0
1301,0
1302,0
1303,150
1304,0
1305,150
1306,150
1307,0
1308,0
1309,150
1310,0
1311,0
1312,150
1313,0
1314,0
1315,150
1316,0
1317,0
1318,0
1319,0
1320,150
1321,150
1322,150
1323,150
1324,150
1325,150
1326,150
1327,150
1328,150
1329,150
1330,150
1331,150
1332,150
1333,150
1334,150
1335,150
1336,150
1337,0
1338,0
1339,150
1340,150
1341,150
1342,150
1343,150
1344,150
1345,150
1346,150
1347,150
1348,150
1349,150
1350,150
1351,150
1352,0
1353,150
1354,0
1355,150
1356,150
1357,0
1358,150
1359,150
1360,150
1361,150
1362,0
1363,0
1364,150
1365,0
1366,0
1367,0
1368,150
1369,150
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,150
1377,150
1378,150
1379,150
1380,150
1381,150
1382,150
1383,150
1384,150
1385,150
1386,150
1387,150
1388,150
1389,150
1390,150
1391,0
1392,150
1393,150
1394,150
1395,150
1396,150
1397,150
1398,150
1399,150
1400,150
1401,150
1402,150
1403,150
1404,150
1405,150
1406,0
1407,150
1408,0
1409,0
1410,0
1411,0
1412,150
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,150
1423,0
1424,0
1425,0
1426,150
1427,0
1428,0
1429,150
1430,150
1431,150
1432,150
1433,150
1434,150
1435,150
1436,150
1437,150
1438,150
1439,150
1440,150
1441,150
1442,150
1443,150
1444,150
1445,150
1446,150
1447,150
1448,150
1449,150
1450,150
1451,150
1452,150
1453,150
1454,150
1455,150
1456,150
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,150
1465,0
1466,150
1467,150
1468,0
1469,0
1470,0
1471,0
1472,150
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,150
1480,0
1481,150
1482,150
1483,150
1484,150
1485,150
1486,150
1487,150
1488,150
1489,150
1490,150
1491,150
1492,150
1493,150
1494,150
1495,150
1496,150
1497,150
1498,150
1499,150
1500,150
1501,150
1502,150
1503,150
1504,150
1505,150
1506,150
1507,150
1508,150
1509,150
1510,150
1511,150
1512,150
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,150
1525,0
1526,150
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,150
1534,0
1535,150
1536,150
1537,150
1538,150
1539,150
1540,150
1541,150
1542,150
1543,150
1544,150
1545,150
1546,150
1547,150
1548,150
1549,150
1550,150
1551,150
1552,150
1553,150
1554,150
1555,150
1556,150
1557,150
1558,150
1559,150
1560,150
1561,150
1562,150
1563,150
1564,0
1565,150
1566,150
1567,0
1568,0
1569,150
1570,150
1571,0
1572,150
1573,0
1574,0
1575,0
1576,0
1577,0
1578,150
1579,150
1580,0
1581,150
1582,0
1583,150
1584,150
1585,0
1586,0
1587,150
1588,150
1589,0
1590,150
1591,0
1592,0
1593,150
1594,150
1595,0
1596,150
1597,150
1598,150
1599,150
1600,150
1601,150
1602,150
1603,150
1604,150
1605,150
1606,150
1607,150
1608,150
1609,150
1610,150
1611,150
1612,150
1613,150
1614,150
1615,150
1616,150
1617,150
1618,150
1619,150
1620,150
1621,150
1622,150
1623,150
1624,0
1625,0
1626,0
1627,0
1628,150
1629,150
1630,0
1631,0
1632,0
1633,0
1634,0
1635,150
1636,0
1637,150
1638,150
1639,150
1640,0
1641,0
1642,150
1643,150
1644,0
1645,0
1646,150
1647,0
1648,150
1649,0
1650,0
1651,150
1652,0
1653,150
1654,150
1655,150
1656,150
1657,150
1658,150
1659,150
1660,150
1661,150
1662,150
1663,150
1664,150
1665,150
1666,150
1667,150
1668,150
1669,150
1670,150
1671,150
1672,150
1673,150
1674,150
1675,150
1676,150
1677,150
1678,150
1679,150
1680,0
1681,0
1682,150
1683,0
1684,0
1685,0
1686,150
1687,150
1688,150
1689,0
1690,150
1691,0
1692,150
1693,0
1694,0
1695,150
1696,150
1697,0
1698,0
1699,0
1700,150
1701,0
1702,0
1703,0
1704,0
1705,150
1706,0
1707,150
1708,0
1709,0
1710,0
1711,150
1712,150
1713,150
1714,150
1715,150
1716,150
1717,150
1718,150
1719,150
1720,150
1721,150
1722,150
1723,150
1724,150
1725,150
1726,150
1727,150
1728,150
1729,0
1730,150
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,150
1739,0
1740,0
1741,150
1742,0
1743,150
1744,0
1745,150
1746,150
1747,0
1748,0
1749,150
1750,0
1751,0
1752,0
1753,0
1754,150
1755,0
1756,0
1757,150
1758,150
1759,150
1760,150
1761,150
1762,150
1763,150
1764,150
1765,150
1766,150
1767,0
1768,0
1769,0
1770,150
1771,150
1772,150
1773,0
1774,0
1775,0
1776,150
1777,0
1778,0
1779,0
1780,150
1781,0
1782,0
1783,0
1784,150
1785,0
1786,0
1787,0
1788,0
1789,150
1790,150
1791,0
1792,0
1793,0
1794,150
1795,0
1796,150
1797,150
1798,150
1799,150
1800,150
1801,150
1802,150
1803,150
1804,0
1805,0
1806,0
1807,150
1808,0
1809,150
1810,0
1811,0
1812,0
1813,150
1814,150
1815,0
1816,0
1817,150
1818,0
1819,0
1820,150
1821,0
1822,0
1823,150
1824,0
1825,150
1826,0
1827,150
1828,0
1829,150
1830,0
1831,150
1832,0
1833,0
1834,0
1835,150
1836,150
1837,0
1838,150
1839,150
1840,150
1841,150
1842,150
1843,150
1844,150
1845,150
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,150
1853,150
1854,0
1855,150
1856,150
1857,150
1858,0
1859,150
1860,0
1861,150
1862,150
1863,150
1864,0
1865,150
1866,0
1867,0
1868,150
1869,0
1870,150
1871,150
1872,150
1873,0
1874,0
1875,150
1876,0
1877,0
1878,150
1879,0
1880,0
1881,0
1882,0
1883,150
1884,0
1885,150
1886,0
1887,150
1888,150
1889,150
1890,150
1891,150
1892,0
1893,0
1894,150
1895,0
1896,150
1897,0
1898,0
1899,0
1900,150
1901,0
1902,150
1903,150
1904,150
1905,150
1906,0
1907,0
1908,150
1909,150
1910,0
1911,150
1912,150
1913,0
1914,150
1915,150
1916,150
1917,150
1918,0
1919,150
1920,0
1921,150
1922,150
1923,150
1924,0
1925,0
1926,0
1927,150
1928,150
1929,150
1930,150
1931,0
1932,0
1933,0
1934,150
1935,0
1936,150
1937,150
1938,150
1939,0
1940,150
1941,150
1942,0
1943,150
1944,150
1945,0
1946,0
1947,0
1948,150
1949,150
1950,0
1951,0
1952,0
1953,150
1954,0
1955,150
1956,150
1957,0
1958,0
1959,0
1960,150
1961,0
1962,150
1963,150
1964,0
1965,150
1966,0
1967,0
1968,150
1969,150
1970,150
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,150
1980,150
1981,150
1982,0
1983,0
1984,0
1985,0
1986,0
1987,150
1988,150
1989,150
1990,150
1991,150
1992,0
1993,150
1994,150
1995,150
1996,150
1997,0
1998,150
1999,0
2000,150
2001,0
2002,0
2003,0
2004,150
2005,150
2006,150
2007,0
2008,150
2009,150
2010,0
2011,150
2012,0
2013,0
2014,150
2015,0
2016,150
2017,0
2018,150
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,150
2026,0
2027,150
2028,0
2029,0
2030,150
2031,150
2032,0
2033,0
2034,150
2035,0
2036,0
2037,0
2038,0
2039,150
2040,0
2041,0
2042,150
2043,0
2044,0
2045,150
2046,150
2047,0
2048,0
2049,0
2050,0
2051,150
2052,150
2053,150
2054,150
2055,150
2056,150
2057,150
2058,0
2059,0
2060,150
2061,0
2062,150
2063,0
2064,0
2065,0
2066,0
2067,150
2068,0
2069,0
2070,0
2071,0
2072,150
2073,0
2074,150
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,0
2084,150
2085,150
2086,150
2087,150
2088,0
2089,150
2090,150
2091,0
2092,150
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,150
2102,0
2103,150
2104,150
2105,150
2106,0
2107,0
2108,150
2109,0
2110,150
2111,150
2112,0
2113,150
2114,0
2115,0
2116,150
2117,150
2118,0
2119,150
2120,150
2121,0
2122,0
2123,150
2124,150
2125,0
2126,150
2127,150
2128,0
2129,0
2130,0
2131,0
2132,0
2133,150
2134,0
2135,0
2136,0
2137,150
2138,0
2139,0
2140,0
2141,150
2142,150
2143,0
2144,150
2145,0
2146,150
2147,150
2148,150
2149,0
2150,0
2151,0
2152,0
2153,0
2154,150
2155,0
2156,150
2157,0
2158,150
2159,0
2160,150
2161,0
2162,150
2163,150
2164,0
2165,0
2166,150
2167,150
2168,150
2169,150
2170,150
2171,150
2172,150
2173,150
2174,0
2175,150
2176,0
2177,150
2178,150
2179,0
2180,0
2181,150
2182,0
2183,150
2184,150
2185,150
2186,0
2187,150
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,150
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,150
2204,150
2205,0
2206,0
2207,150
2208,150
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,150
2218,0
2219,150
2220,0
2221,0
2222,150
2223,0
2224,0
2225,150
2226,150
2227,0
2228,0
2229,0
2230,150
2231,150
2232,150
2233,150
2234,150
2235,150
2236,0
2237,150
2238,150
2239,150
2240,150
2241,0
2242,0
2243,150
2244,0
2245,150
2246,150
2247,150
2248,0
2249,0
2250,150
2251,150
2252,150
2253,0
2254,0
2255,0
2256,150
2257,150
2258,0
2259,0
2260,150
2261,0
2262,0
2263,150
2264,0
2265,150
2266,0
2267,150
2268,0
2269,0
2270,0
2271,150
2272,150
2273,0
2274,0
2275,150
2276,150
2277,0
2278,0
2279,150
2280,150
2281,0
2282,150
2283,0
2284,0
2285,150
2286,150
2287,0
2288,150
2289,0
2290,150
2291,150
2292,0
2293,150
2294,0
2295,150
2296,150
2297,150
2298,150
2299,0
2300,0
2301,0
2302,0
2303,150
2304,0
2305,150
2306,150
2307,150
2308,0
2309,150
2310,150
2311,150
2312,150
2313,150
2314,150
2315,150
2316,150
2317,150
2318,0
2319,150
2320,150
2321,150
2322,150
2323,150
2324,150
2325,0
2326,0
2327,150
2328,150
2329,150
2330,0
2331,150
2332,150
2333,0
2334,0
2335,0
2336,0
2337,0
2338,150
2339,150
2340,150
2341,150
2342,0
2343,0
2344,150
2345,150
2346,150
2347,150
2348,0
2349,0
2350,150
2351,150
2352,150
2353,150
2354,0
2355,150
2356,150
2357,150
2358,150
2359,0
2360,0
2361,150
2362,0
2363,150
2364,0
2365,150
2366,0
2367,0
2368,150
2369,150
2370,150
2371,150
2372,150
2373,150
2374,0
2375,150
2376,150
2377,0
2378,150
2379,150
2380,150
2381,150
2382,0
2383,0
2384,150
2385,150
2386,150
2387,0
2388,0
2389,150
2390,150
2391,150
2392,150
2393,150
2394,150
2395,150
2396,150
2397,150
2398,150
2399,150
2400,150
2401,150
2402,150
2403,150
2404,150
2405,150
2406,150
2407,150
2408,150
2409,150
2410,0
2411,0
2412,0
2413,150
2414,150
2415,150
2416,0
2417,0
2418,0
2419,150
2420,150
2421,150
2422,0
2423,0
2424,150
2425,0
2426,0
2427,150
2428,150
2429,150
2430,0
2431,150
2432,150
2433,150
2434,150
2435,150
2436,150
2437,0
2438,150
2439,150
2440,0
2441,150
2442,150
2443,150
2444,0
2445,150
2446,150
2447,0
2448,0
2449,0
2450,150
2451,0
2452,0
2453,150
2454,150
2455,150
2456,150
2457,150
2458,0
2459,0
2460,150
2461,0
2462,150
2463,150
2464,150
2465,150
2466,150
2467,150
2468,150
2469,150
2470,150
2471,150
2472,150
2473,150
2474,150
2475,150
2476,0
2477,150
2478,150
2479,150
2480,150
2481,150
2482,150
2483,150
2484,150
2485,150
2486,150
2487,150
2488,150
2489,0
2490,150
2491,150
2492,0
2493,150
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,150
2503,150
2504,0
2505,0
2506,150
2507,150
2508,150
2509,150
2510,150
2511,150
2512,150
2513,150
2514,0
2515,150
2516,0
2517,150
2518,150
2519,150
2520,150
2521,150
2522,150
2523,150
2524,150
2525,150
2526,150
2527,150
2528,150
2529,150
2530,0
2531,150
2532,0
2533,150
2534,150
2535,0
2536,150
2537,0
2538,150
2539,150
2540,150
2541,0
2542,0
2543,150
2544,150
2545,150
2546,150
2547,0
2548,150
2549,150
2550,0
2551,0
2552,150
2553,0
2554,0
2555,150
2556,150
2557,150
2558,150
2559,150
2560,150
2561,150
2562,150
2563,150
2564,150
2565,150
2566,150
2567,150
2568,150
2569,0
2570,150
2571,150
2572,150
2573,150
2574,150
2575,150
2576,150
2577,150
2578,150
2579,150
2580,150
2581,150
2582,0
2583,150
2584,150
2585,0
2586,150
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,150
2596,0
2597,150
2598,0
2599,150
2600,150
2601,150
2602,150
2603,150
2604,150
2605,0
2606,0
2607,0
2608,0
2609,150
2610,150
2611,150
2612,150
2613,150
2614,150
2615,150
2616,150
2617,0
2618,150
2619,150
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,150
2627,0
2628,0
2629,0
2630,0
2631,0
2632,150
2633,150
2634,150
2635,150
2636,150
2637,150
2638,150
2639,150
2640,150
2641,150
2642,150
2643,150
2644,150
2645,150
2646,0
2647,150
2648,0
2649,0
2650,0
2651,150
2652,0
2653,150
2654,150
2655,0
2656,0
2657,150
2658,150
2659,150
2660,150
2661,0
2662,150
2663,0
2664,0
2665,0
2666,0
2667,150
2668,150
2669,150
2670,150
2671,150
2672,0
2673,0
2674,150
2675,150
2676,150
2677,150
2678,150
2679,150
2680,150
2681,0
2682,0
2683,150
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,150
2693,0
2694,150
2695,150
2696,0
2697,0
2698,150
2699,0
2700,150
2701,0
2702,150
2703,150
2704,150
2705,150
2706,150
2707,150
2708,150
2709,150
2710,150
2711,0
2712,150
2713,150
2714,150
2715,150
2716,150
2717,150
2718,150
2719,150
2720,0
2721,0
2722,0
2723,150
2724,0
2725,150
2726,0
2727,0
2728,0
2729,0
2730,0
2731,150
2732,0
2733,0
2734,0
2735,150
2736,0
2737,150
2738,150
2739,0
2740,0
2741,150
2742,0
2743,150
2744,0
2745,150
2746,150
2747,150
2748,150
2749,150
2750,150
2751,150
2752,150
2753,150
2754,150
2755,150
2756,150
2757,150
2758,150
2759,0
2760,150
2761,150
2762,0
2763,0
2764,0
2765,150
2766,0
2767,150
2768,150
2769,0
2770,0
2771,150
2772,0
2773,0
2774,0
2775,0
2776,150
2777,150
2778,0
2779,0
2780,150
2781,0
2782,0
2783,150
2784,0
2785,0
2786,150
2787,150
2788,150
2789,150
2790,150
2791,150
2792,150
2793,150
2794,150
2795,150
2796,150
2797,0
2798,0
2799,150
2800,0
2801,0
2802,150
2803,0
2804,0
2805,150
2806,0
2807,0
2808,150
2809,0
2810,150
2811,0
2812,0
2813,0
2814,150
2815,0
2816,0
2817,0
2818,0
2819,150
2820,150
2821,0
2822,150
2823,150
2824,150
2825,0
2826,150
2827,150
2828,0
2829,0
2830,0
2831,0
2832,150
2833,0
2834,0
2835,0
2836,0
2837,0
2838,150
2839,150
2840,0
2841,150
2842,0
2843,0
2844,150
2845,150
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,150
2853,150
2854,150
2855,150
2856,0
2857,0
2858,0
2859,150
2860,150
2861,0
2862,0
2863,150
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,150
2872,150
2873,150
2874,150
2875,0
2876,0
2877,0
2878,150
2879,150
2880,0
2881,0
2882,0
2883,0
2884,150
2885,150
2886,150
2887,0
2888,150
2889,150
2890,150
2891,150
2892,150
2893,150
2894,150
2895,150
2896,150
2897,0
2898,0
2899,0
2900,150
2901,0
2902,0
2903,0
2904,0
2905,150
2906,150
2907,150
2908,0
2909,0
2910,0
2911,150
2912,150
2913,150
2914,150
2915,0
2916,0
2917,0
2918,0
2919,150
2920,0
2921,0
2922,150
2923,150
2924,150
2925,150
2926,150
2927,150
2928,0
2929,150
2930,150
2931,0
2932,150
2933,0
2934,150
2935,0
2936,150
2937,150
2938,150
2939,150
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,150
2947,0
2948,150
2949,0
2950,0
2951,0
2952,150
2953,150
2954,0
2955,150
2956,0
2957,0
2958,150
2959,150
2960,150
2961,0
2962,0
2963,150
2964,0
2965,150
2966,150
2967,150
2968,150
2969,150
2970,150
2971,150
2972,150
2973,150
2974,150
2975,150
2976,0
2977,150
2978,0
2979,0
2980,0
2981,150
2982,150
2983,0
2984,0
2985,0
2986,0
2987,150
2988,150
2989,0
2990,150
2991,0
2992,0
2993,0
2994,0
2995,150
